Strain,ST,ST_to_plot,CG_to_plot,carb_to_plot,Meropenem_MIC,ompK35_functionality,ompK36_functionality,Colistin_resistance,Col,Omp,Bla_carb
EuSCAPE_IT014,ST101,ST101,CG43,VIM,0.12,Non-functional,Functional,Resistant,MgrB-87%,OmpK35-17%,VIM-1
EuSCAPE_ES237,ST147,ST147,CG147,VIM,2,Functional,Functional,Sensitive,-,-,VIM-1
EuSCAPE_ES229,ST147,ST147,CG147,VIM,4,Functional,Functional,Sensitive,-,-,VIM-1
EuSCAPE_ES107,ST147,ST147,CG147,VIM,4,Functional,Functional,Resistant,-,-,VIM-1
EuSCAPE_IT062,ST147,ST147,CG147,VIM,8,Non-functional,Functional,Sensitive,-,OmpK35-30%,VIM-1
EuSCAPE_ES065,ST147,ST147,CG147,VIM,8,Functional,Functional,Sensitive,-,-,VIM-1
EuSCAPE_ES225,ST147,ST147,CG147,VIM,8,Functional,Functional,Sensitive,-,-,VIM-1
EuSCAPE_ES094,ST147,ST147,CG147,VIM,32,Functional,Non-functional,Sensitive,-,OmpK36-54%,VIM-1
EuSCAPE_ES080,ST15,ST15,CG14/15,VIM,2,Non-functional,Functional,Resistant,-,OmpK35-64%,VIM-1
EuSCAPE_HR060,ST15,ST15,CG14/15,VIM,2,Non-functional,Functional,Unknown,-,OmpK35-12%,VIM-1
EuSCAPE_HR068,ST15,ST15,CG14/15,VIM,2,Non-functional,Functional,Unknown,-,OmpK35-12%,VIM-1
EuSCAPE_HR104,ST15,ST15,CG14/15,VIM,4,Non-functional,Functional,Unknown,-,OmpK35-12%,VIM-1
EuSCAPE_HR001,ST15,ST15,CG14/15,VIM,4,Non-functional,Functional,Unknown,-,OmpK35-12%,VIM-1
EuSCAPE_HR092,ST15,ST15,CG14/15,VIM,8,Non-functional,Functional,Unknown,-,OmpK35-12%,VIM-1
EuSCAPE_ES133,ST15,ST15,CG14/15,VIM,16,Non-functional,Functional,Resistant,-,OmpK35-64%,VIM-1
EuSCAPE_IT282,ST2217,other,other,VIM,4,Functional,Functional,Sensitive,-,-,VIM-1
EuSCAPE_IT273,ST2217,other,other,VIM,8,Functional,Functional,Sensitive,-,-,VIM-1
EuSCAPE_GR073,ST383,other,other,VIM,4,Functional,Functional,Unknown,-,-,VIM-1
EuSCAPE_GR127,ST383,other,other,VIM,4,Functional,Functional,Unknown,-,-,VIM-1
EuSCAPE_SI009,ST461,other,other,VIM,1,Functional,Functional,Sensitive,-,-,VIM-1
EuSCAPE_ES220,ST483,other,other,VIM,2,Functional,Functional,Sensitive,-,-,VIM-1
EuSCAPE_ES221,ST483,other,other,VIM,2,Functional,Functional,Sensitive,-,-,VIM-1
EuSCAPE_TR205,ST525,other,other,VIM,1,Non-functional,Functional,Sensitive,MgrB-0%,OmpK35-0%,VIM-1
EuSCAPE_TR201,ST525,other,other,VIM,32,Non-functional,Functional,Sensitive,MgrB-0%,OmpK35-0%,VIM-1
EuSCAPE_TR202,ST525,other,other,VIM,32,Non-functional,Non-functional,Unknown,MgrB-0%,OmpK35-0%;OmpK36-34%,VIM-1
EuSCAPE_TR204,ST525,other,other,VIM,32,Non-functional,Functional,Sensitive,MgrB-0%,OmpK35-0%,VIM-1
EuSCAPE_LV006,ST86,ST86,hv,VIM,1,Functional,Functional,Unknown,MgrB-62%,-,VIM-1
EuSCAPE_IT312,ST870,other,other,VIM,2,Functional,Functional,Sensitive,-,-,VIM-1
EuSCAPE_HU005,ST15,ST15,CG14/15,VIM,0.25,Functional,Functional,Resistant,-,-,VIM-4
EuSCAPE_HU011,ST15,ST15,CG14/15,VIM,0.25,Functional,Functional,Sensitive,-,-,VIM-4
EuSCAPE_HU012,ST15,ST15,CG14/15,VIM,0.25,Functional,Functional,Sensitive,-,-,VIM-4
EuSCAPE_HU021,ST15,ST15,CG14/15,VIM,0.25,Functional,Functional,Sensitive,-,-,VIM-4
EuSCAPE_HU029,ST15,ST15,CG14/15,VIM,0.25,Functional,Functional,Sensitive,-,-,VIM-4
EuSCAPE_HU006,ST15,ST15,CG14/15,VIM,0.5,Functional,Functional,Sensitive,-,-,VIM-4
EuSCAPE_HU013,ST15,ST15,CG14/15,VIM,0.5,Functional,Functional,Sensitive,-,-,VIM-4
EuSCAPE_HU025,ST15,ST15,CG14/15,VIM,0.5,Functional,Functional,Sensitive,-,-,VIM-4
EuSCAPE_HU002,ST15,ST15,CG14/15,VIM,0.5,Functional,Functional,Sensitive,-,-,VIM-4
EuSCAPE_HU003,ST15,ST15,CG14/15,VIM,0.5,Functional,Functional,Sensitive,-,-,VIM-4
EuSCAPE_HU004,ST15,ST15,CG14/15,VIM,1,Functional,Functional,Sensitive,-,-,VIM-4
EuSCAPE_HU007,ST15,ST15,CG14/15,VIM,1,Functional,Functional,Sensitive,-,-,VIM-4
EuSCAPE_HU008,ST15,ST15,CG14/15,VIM,1,Functional,Functional,Sensitive,-,-,VIM-4
EuSCAPE_HU010,ST15,ST15,CG14/15,VIM,1,Functional,Functional,Sensitive,-,-,VIM-4
EuSCAPE_HU018,ST15,ST15,CG14/15,VIM,1,Functional,Functional,Sensitive,-,-,VIM-4
EuSCAPE_HU019,ST15,ST15,CG14/15,VIM,1,Functional,Functional,Sensitive,-,-,VIM-4
EuSCAPE_HU023,ST15,ST15,CG14/15,VIM,1,Functional,Functional,Sensitive,-,-,VIM-4
EuSCAPE_HU028,ST15,ST15,CG14/15,VIM,1,Functional,Functional,Sensitive,-,-,VIM-4
EuSCAPE_HU036,ST15,ST15,CG14/15,VIM,1,Functional,Functional,Sensitive,-,-,VIM-4
EuSCAPE_HU009,ST15,ST15,CG14/15,VIM,2,Functional,Functional,Sensitive,-,-,VIM-4
EuSCAPE_HU015,ST15,ST15,CG14/15,VIM,2,Functional,Functional,Sensitive,-,-,VIM-4
EuSCAPE_HU026,ST15,ST15,CG14/15,VIM,2,Functional,Functional,Sensitive,-,-,VIM-4
EuSCAPE_HU016,ST15,ST15,CG14/15,VIM,8,Functional,Functional,Sensitive,-,-,VIM-4
EuSCAPE_RO094,ST22,other,other,VIM,1,Functional,Functional,Sensitive,-,-,VIM-4
EuSCAPE_RO093,ST383,other,other,VIM,1,Functional,Functional,Sensitive,-,-,VIM-4
